,createdAt,reward,reward,reward,reward,reward,reward,reward,reward,reward,reward
MABTree UCB1,2024-10-16,616.0549305555556,609.395625,587.4109424603175,607.7522916666667,587.1609424603175,608.2522916666667,586.9109424603175,608.0022916666667,587.4109424603175,607.7522916666667
MABTree UCB1,2024-10-17,657.5900000000001,654.3195833333333,632.3349007936508,652.67625,632.0849007936508,653.17625,631.8349007936508,652.92625,632.3349007936508,652.67625
MABTree UCB1,2024-10-18,687.4533333333335,683.6029166666666,661.6182341269841,681.9595833333333,661.3682341269841,682.4595833333333,661.1182341269841,682.2095833333333,661.6182341269841,681.9595833333333
MABTree UCB1,2024-10-19,711.5444444444446,710.2940277777777,687.7093452380952,708.6506944444444,687.4593452380952,709.1506944444444,687.2093452380952,708.9006944444444,687.7093452380952,708.6506944444444
MABTree UCB1,2024-10-20,741.0940972222223,739.8436805555555,717.258998015873,738.2003472222221,717.008998015873,738.7003472222221,716.758998015873,738.4503472222221,717.258998015873,738.2003472222221
MABTree UCB1,2024-10-21,769.600763888889,770.9753472222221,748.3906646825396,769.3320138888888,748.1406646825396,769.8320138888888,747.8906646825396,769.5820138888888,748.3906646825396,769.3320138888888
MABTree UCB1,2024-10-22,809.2588194444445,810.6211805555555,788.036498015873,808.9778472222222,787.786498015873,809.4778472222222,787.536498015873,809.2278472222222,788.036498015873,808.9778472222222
MABTree UCB1,2024-10-23,848.1865972222223,849.9739583333333,828.3892757936508,848.3306249999999,827.1392757936508,849.8306249999999,826.8892757936508,848.5806249999999,828.3892757936508,848.3306249999999
MABTree UCB1,2024-10-24,889.8332947530865,893.2424459876543,871.6577634479718,891.599112654321,870.4077634479718,893.099112654321,870.1577634479718,891.849112654321,871.6577634479718,891.599112654321
MABTree UCB1,2024-10-25,928.1267824074075,933.0036419753086,911.4189594356261,931.3603086419753,910.1689594356261,932.8603086419753,909.9189594356261,931.6103086419753,911.4189594356261,931.3603086419753
MABTree UCB1,2024-10-26,960.6798379629631,965.2416975308641,943.6570149911817,963.5983641975308,942.4070149911817,965.0983641975308,942.1570149911817,963.8483641975308,943.6570149911817,963.5983641975308
MABTree UCB1,2024-10-27,998.257214506173,1003.819074074074,982.2343915343915,1002.1757407407407,980.9843915343915,1003.6757407407407,980.7343915343915,1002.4257407407407,982.2343915343915,1002.1757407407407
MABTree UCB1,2024-10-28,1028.8877700617286,1033.4496296296295,1011.8649470899471,1031.8062962962963,1010.6149470899471,1033.3062962962963,1010.3649470899471,1032.0562962962963,1011.8649470899471,1031.8062962962963
MABTree UCB1,2024-10-29,1057.9641512345681,1064.6926774691356,1043.1079949294533,1063.0493441358024,1041.8579949294533,1064.5493441358024,1041.6079949294533,1063.2993441358024,1043.1079949294533,1063.0493441358024
MABTree UCB1,2024-10-30,1092.3106790123459,1097.85587191358,1076.0711893738978,1096.2125385802467,1074.8211893738978,1097.7125385802467,1074.5711893738978,1096.4625385802467,1076.0711893738978,1096.2125385802467
MABTree UCB1,2024-10-31,1123.8342824074075,1130.9794753086417,1109.1947927689596,1129.3361419753085,1107.9447927689596,1130.8361419753085,1107.6947927689596,1129.5861419753085,1109.1947927689596,1129.3361419753085
MABTree UCB1,2024-11-01,1144.6908796296298,1153.4527391975305,1130.6680566578484,1151.8094058641973,1129.4180566578484,1153.3094058641973,1129.1680566578484,1152.0594058641973,1130.6680566578484,1151.8094058641973
MABTree UCB1,2024-11-02,1170.9591435185187,1180.9710030864194,1158.1863205467373,1179.3276697530862,1156.9363205467373,1180.8276697530862,1156.6863205467373,1179.5776697530862,1158.1863205467373,1179.3276697530862
MABTree UCB1,2024-11-03,1204.9711728395064,1214.983032407407,1192.198349867725,1213.339699074074,1190.948349867725,1214.839699074074,1190.698349867725,1213.589699074074,1192.198349867725,1213.339699074074
MABTree UCB1,2024-11-04,1237.7121450617285,1249.790671296296,1225.805988756614,1248.1473379629629,1224.555988756614,1249.6473379629629,1224.305988756614,1248.3973379629629,1225.805988756614,1248.1473379629629
MABTree UCB1,2024-11-05,1279.4315200617284,1292.2878240740738,1269.3031415343917,1290.6444907407406,1267.0531415343917,1293.1444907407406,1266.8031415343917,1290.8944907407406,1269.3031415343917,1290.6444907407406
MABTree UCB1,2024-11-06,1310.6802854938271,1324.6365895061726,1300.6519069664905,1322.9932561728394,1299.4019069664905,1324.4932561728394,1299.1519069664905,1323.2432561728394,1300.6519069664905,1322.9932561728394
MABTree UCB1,2024-11-07,1344.3713040123457,1358.3676080246912,1334.382925485009,1356.724274691358,1333.132925485009,1358.224274691358,1332.882925485009,1356.974274691358,1334.382925485009,1356.724274691358
MABTree UCB1,2024-11-08,1397.1611651234568,1412.1574691358023,1387.1727865961202,1410.5141358024691,1385.9227865961202,1412.0141358024691,1385.6727865961202,1410.7641358024691,1387.1727865961202,1410.5141358024691
MABTree UCB1,2024-11-09,1421.6880401234569,1436.851010802469,1411.6996615961202,1435.207677469136,1410.4496615961202,1436.707677469136,1410.1996615961202,1435.457677469136,1411.6996615961202,1435.207677469136
MABTree UCB1,2024-11-10,1451.471026234568,1468.3562191358023,1443.2048699294535,1466.7128858024691,1441.9548699294535,1468.2128858024691,1441.7048699294535,1466.9628858024691,1443.2048699294535,1466.7128858024691
MABTree UCB1,2024-11-11,1493.4725694444444,1510.897762345679,1485.2464131393301,1509.2544290123458,1483.9964131393301,1510.7544290123458,1483.7464131393301,1509.5044290123458,1485.2464131393301,1509.2544290123458
MABTree UCB1,2024-11-12,1539.6168904320987,1558.20875,1531.3907341269844,1556.5654166666668,1530.1407341269844,1558.0654166666668,1529.8907341269844,1556.8154166666668,1531.3907341269844,1556.5654166666668
MABTree UCB1,2024-11-13,1591.1775154320987,1611.0049305555556,1582.14691468254,1609.3615972222224,1580.89691468254,1610.8615972222224,1580.64691468254,1609.6115972222224,1582.14691468254,1609.3615972222224
MABTree UCB1,2024-11-14,1640.3130015432098,1659.1404166666666,1630.532400793651,1656.7470833333334,1629.282400793651,1658.2470833333334,1629.032400793651,1656.9970833333334,1630.532400793651,1656.7470833333334
MABTree UCB1,2024-11-15,1676.1091126543208,1696.1865277777777,1666.328511904762,1693.7931944444445,1665.078511904762,1695.2931944444445,1664.828511904762,1694.0431944444445,1666.328511904762,1693.7931944444445
MABTree UCB1,2024-11-16,1712.5280015432097,1732.6054166666665,1703.747400793651,1730.2120833333333,1701.497400793651,1732.7120833333333,1701.247400793651,1730.4620833333333,1703.747400793651,1730.2120833333333
MABTree UCB1,2024-11-17,1751.8571682098764,1772.8095833333332,1743.9515674603176,1770.41625,1741.7015674603176,1772.91625,1741.4515674603176,1770.66625,1743.9515674603176,1770.41625
MABTree UCB1,2024-11-18,1790.1119753086418,1810.5643904320987,1780.456374559083,1808.1710570987655,1779.206374559083,1809.6710570987655,1778.956374559083,1808.4210570987655,1780.456374559083,1808.1710570987655
MABTree UCB1,2024-11-19,1826.395586419753,1848.1813348765431,1817.4066523368608,1845.78800154321,1816.1566523368608,1847.28800154321,1815.9066523368608,1846.03800154321,1817.4066523368608,1845.78800154321
MABTree UCB1,2024-11-20,1871.4978086419753,1894.2835570987654,1864.508874559083,1891.8902237654322,1862.258874559083,1894.3902237654322,1862.008874559083,1892.1402237654322,1864.508874559083,1891.8902237654322
MABTree UCB1,2024-11-21,1909.6405864197532,1935.104112654321,1905.3294301146386,1932.7107793209877,1903.0794301146386,1935.2107793209877,1902.8294301146386,1932.9607793209877,1905.3294301146386,1932.7107793209877
MABTree UCB1,2024-11-22,1970.977615740741,1996.7661419753085,1967.7914594356262,1994.3728086419753,1965.5414594356262,1996.8728086419753,1965.2914594356262,1994.6228086419753,1967.7914594356262,1994.3728086419753
MABTree UCB1,2024-11-23,2009.495177469136,2037.1556424792138,2008.3340211640211,2034.7623091458806,2006.0840211640211,2037.2623091458806,2005.8340211640211,2035.0123091458806,2008.3340211640211,2034.7623091458806
MABTree UCB1,2024-11-24,2047.0248996913583,2077.4186980347695,2046.5970767195768,2074.025364701436,2045.3470767195768,2076.525364701436,2044.0970767195768,2075.275364701436,2046.5970767195768,2074.025364701436
MABTree UCB1,2024-11-25,2089.5201234567903,2119.5139218002014,2088.6923004850087,2116.120588466868,2087.4423004850087,2118.620588466868,2086.1923004850087,2117.370588466868,2088.6923004850087,2116.120588466868
MABTree UCB1,2024-11-26,2136.3490972222226,2165.3628955656336,2135.291274250441,2162.9695622323,2134.041274250441,2165.4695622323,2132.791274250441,2164.2195622323,2135.291274250441,2162.9695622323
MABTree UCB1,2024-11-27,2175.2902623456794,2204.5040606890902,2174.2324393738977,2202.110727355757,2172.9824393738977,2204.610727355757,2171.7324393738977,2203.360727355757,2174.2324393738977,2202.110727355757
MABTree UCB1,2024-11-28,2223.9641512345684,2255.866838466868,2223.6674393738977,2253.4735051335347,2222.4174393738977,2255.9735051335347,2221.1674393738977,2254.7235051335347,2223.6674393738977,2253.4735051335347
MABTree UCB1,2024-11-29,2259.923040123457,2293.825727355757,2260.6263282627865,2292.4323940224235,2259.3763282627865,2294.9323940224235,2258.1263282627865,2293.6823940224235,2260.6263282627865,2292.4323940224235
MABTree UCB1,2024-11-30,2294.839027777778,2329.0750483434113,2296.0423159171073,2328.181715010078,2294.7923159171073,2330.681715010078,2293.5423159171073,2329.431715010078,2296.0423159171073,2328.181715010078
MABTree Random,2024-10-02,44.965,42.40811728395062,41.259255952380954,50.84138321995465,45.41861615016377,38.411179138322,49.142097505668936,49.85022675736961,44.30115079365079,43.065
MABTree Random,2024-10-03,78.07194444444445,78.34700617283951,79.85929563492064,88.97999433106577,86.96933043587805,69.93090136054423,79.16271478961956,90.91213151927437,83.87753968253968,81.33333333333333
MABTree Random,2024-10-04,108.23384920634922,111.87478395061729,118.64179563492064,124.7321768707483,125.33182476694381,103.75551445578232,112.25577034517511,125.09943310657596,120.18603174603174,117.91027777777776
MABTree Random,2024-10-05,139.58307760141093,144.4504585537919,152.17394274376417,148.8568296485261,150.7757136558327,138.18479576089695,143.9600957420005,149.2225283446712,148.07303791887125,151.28061728395062
MABTree Random,2024-10-06,169.4920061728395,176.40684744268077,187.50172052154196,179.58099631519275,178.57432476694382,168.44278187200806,169.2100957420005,180.5559234063996,175.47414902998236,180.00957986898464
MABTree Random,2024-10-07,208.987442680776,227.03951609347442,225.66076814058957,215.2518296485261,221.3823406399597,212.40964695137313,206.79886558327036,228.9259234063996,214.08117283950617,223.94950475560597
MABTree Random,2024-10-08,243.99354245401864,259.0736827601411,276.23334183673467,255.34405187074833,258.57122952884856,249.90964695137313,240.39775447215925,267.88036785084404,254.0156172839506,264.199504755606
MABTree Random,2024-10-09,282.97687578735196,294.9807418430335,305.202796201814,291.82262329931973,299.2780931909801,287.348535840262,277.4639846308894,297.72257999496094,293.33589506172837,304.3377984063996
MABTree Random,2024-10-10,320.4079868984631,338.76296406525574,364.07661564625846,336.24724631519274,343.16864874653567,336.7656886180398,321.13914887251195,345.4973022171832,329.27527006172835,349.0677870685311
MABTree Random,2024-10-11,370.68064562862185,378.21185295414466,401.13399659863944,369.63175248803225,400.7453154132023,377.4581191735954,364.9914051083396,385.8670244394054,371.56915895061724,385.06799540186444
MABTree Random,2024-10-12,396.16774439405395,414.3980831128748,433.64510770975056,405.7721096308894,440.22864874653567,407.3730001259763,391.62513526706977,415.5478577727387,402.7722145061728,420.61771762408665
MABTree Random,2024-10-13,440.80594734189975,452.42764660493833,475.4808837238599,453.11627629755606,478.67796973419,436.064666792643,428.13223844167294,456.53869110607206,439.33304783950615,466.4990271478962
MABTree Random,2024-10-14,467.1401140085664,491.5024184303352,516.8771535651298,484.26405407533383,517.8407574326027,480.06121441169057,463.5839547115142,491.0425105505165,475.0980365016377,499.9810211955152
MABTree Random,2024-10-15,501.46233623078865,536.862696208113,560.1995301083397,527.0477445515243,558.131590765936,527.5205353993449,500.5214370748299,529.4139743953137,524.4058482930209,547.6461755165028
MABTree Random,2024-10-16,528.1302569916857,566.9563073192242,588.4959189972286,554.0052445515242,586.3232574326028,559.3360909549004,535.7552025069286,563.7116331254724,561.9815228961954,578.9731199609472
MABTree Random,2024-10-17,560.5591458805745,611.3071406525575,635.1564745527842,595.1777445515243,638.1163129881584,602.4651881771226,582.3893691735954,607.8867124905518,614.6981201184176,619.6425644053917
MABTree Random,2024-10-18,597.4603130511465,652.9957517636685,668.8025856638953,630.145522329302,679.120479654825,636.6929659549004,618.9479802847064,641.4228236016629,645.900699483497,654.2747866276139
MABTree Random,2024-10-19,617.3153130511465,680.9963470017638,702.6178634416731,656.7153338372385,710.625717750063,670.215634605694,651.9252025069286,675.8461569349962,668.0926439279414,690.1775644053918
MABTree Random,2024-10-20,649.3593562610231,707.6405816956413,741.0781412194508,689.2761671705719,738.1698844167297,697.8542457168052,679.9846469513731,704.9542124905518,699.4379217057192,728.6284374212648
MABTree Random,2024-10-21,681.2765671453768,744.7386372511969,774.7584189972285,734.8798463088939,779.045717750063,735.99006771227,725.3757580624841,737.3955616969009,732.3323661501636,769.7715326593601
MABTree Random,2024-10-22,712.772916351726,783.8144011400858,812.6517523305619,765.1099256739733,819.113217750063,768.6913772360796,759.2173453640714,773.4888950302343,766.6970883723858,799.8423659926934
MABTree Random,2024-10-23,753.1273607961705,820.4592424099271,850.2867523305619,805.3779117850844,855.7032971151423,800.1178851725875,801.1916663517258,814.6970123141849,805.3047426933734,840.8960167863443
MABTree Random,2024-10-24,794.2068052406149,860.3996888384986,881.8111130007559,846.395447058453,891.4674240992692,837.6253851725876,846.6936107961702,852.0822900919627,839.6286315822623,884.8152584089192
MABTree Random,2024-10-25,827.5999401612498,900.2781809019907,917.3550018896448,875.2137803917864,925.2036145754597,869.1044327916352,880.3366663517257,883.5797900919626,864.1384827727385,928.9481155517764
MABTree Random,2024-10-26,854.2361306374403,931.8981809019907,945.1886130007558,913.5123915028975,951.606381015369,902.2066323381205,916.2877661249684,908.7780440602166,888.9399025258249,960.3970838057446
MABTree Random,2024-10-27,889.0058528596625,962.7270584530111,985.3294860166288,957.5493359473419,982.9630420131015,929.818576782565,955.9147049004786,936.1749885046611,916.1801108591583,991.8275203136811
MABTree Random,2024-10-28,931.1469923154448,992.1747965482491,1029.0101606198034,995.7096137251197,1026.387962648022,970.7534520660116,990.7278795036532,979.9919329491055,951.5477639203827,1024.4299806311415
MABTree Random,2024-10-29,964.960335569413,1034.9962251196778,1071.9002223481984,1042.5172327727387,1066.3240737591332,1009.1020858528597,1032.805657281431,1010.7510599332325,994.8066528092717,1063.4935860733183
MABTree Random,2024-10-30,1006.7381133471908,1072.4521477387254,1113.2698255228015,1070.295566106072,1100.151851536911,1049.9687525195263,1068.784903313177,1050.7901571554546,1022.5333194759384,1092.7858026266063
MABTree Random,2024-10-31,1046.2355963403882,1109.2357191672968,1154.9375636180396,1118.2122327727388,1137.140343600403,1086.6581969639708,1101.4046255353992,1082.7201571554547,1062.8327639203828,1132.6124692932729
MABTree Random,2024-11-01,1072.5453185626104,1145.8359459246665,1185.7316906021665,1142.494335947342,1170.752843600403,1118.489308075082,1126.7246255353991,1108.4257807382212,1092.6400655076843,1166.627955404384
MABTree Random,2024-11-02,1102.7339296737216,1176.862890369111,1212.2441906021666,1168.2647680461075,1198.3739469954646,1141.0990302973041,1152.2310937893674,1134.4355029604435,1120.8793115394303,1195.8768442932728
MABTree Random,2024-11-03,1138.2119852292772,1217.3115014802222,1244.9278017132776,1201.1683791572186,1231.1934708049885,1174.73192271353,1184.7601017258753,1169.3482807382213,1157.0526448727637,1234.069066515495
MABTree Random,2024-11-04,1174.6720929390278,1239.915668146889,1272.8822064751823,1227.6630900415723,1257.139304138322,1199.8669723167045,1221.1083556941294,1196.712447404888,1187.701613126732,1267.1804440665155
MABTree Random,2024-11-05,1212.5670929390278,1272.665668146889,1302.1274842529601,1273.39336781935,1287.041407312925,1235.1055834278156,1254.0978001385738,1227.9291140715547,1228.247724237843,1299.9004440665155
MABTree Random,2024-11-06,1251.8965373834722,1305.1393409863952,1340.7874269337362,1312.8053122637946,1319.9478755668933,1272.4012183484506,1292.4328001385738,1270.1299826782567,1271.010710348954,1338.2782218442933
MABTree Random,2024-11-07,1293.310426272361,1344.906840986395,1377.700204711514,1360.2215920256992,1359.7220308956914,1303.9609405706728,1331.6528001385739,1297.8983160115902,1301.9939202254973,1379.017110733182
MABTree Random,2024-11-08,1341.6070929390276,1378.1632185374156,1422.7982489292012,1411.1481793272865,1406.542348356009,1339.7842625661376,1367.5169668052406,1343.9444271227012,1347.401975781053,1421.3753647014362
MABTree Random,2024-11-09,1372.4686248110356,1415.4673852040821,1454.299161627614,1447.1886952003024,1443.0542928004534,1375.3566038359788,1404.254784265558,1382.4419271227011,1391.9611424477196,1454.403142479214
MABTree Random,2024-11-10,1406.822593065004,1446.8632979024949,1489.7613838498362,1485.619250755858,1481.7446499433106,1408.4166038359788,1445.6770064877803,1414.9067287100027,1420.8301107016878,1490.6129440665156
MABTree Random,2024-11-11,1442.8445474300834,1496.3088534580504,1528.2833282942806,1522.346750755858,1519.8005979150919,1449.6564054232804,1480.9341052532125,1455.733549697657,1470.5562614953385,1533.7780983875032
MABTree Random,2024-11-12,1482.8598252078611,1533.9655994897964,1566.306661627614,1576.94134952129,1568.1651217246158,1496.3231797996975,1529.1407024754346,1505.4981911375664,1518.4184723796923,1586.0645666414714
MABTree Random,2024-11-13,1529.5729259574202,1584.2618296485266,1616.0421378180902,1618.8208676618797,1613.016837994457,1549.428616307634,1583.597646919879,1545.116246693122,1564.8783136495335,1639.3911581947593
MABTree Random,2024-11-14,1576.3697072625348,1626.2171074263044,1658.1463441672965,1662.8988537729908,1665.8323878810784,1597.841364323507,1637.536654856387,1595.2337466931222,1614.9397025384224,1687.4933804169816
MABTree Random,2024-11-15,1613.3683580561856,1671.9071867913838,1702.1146775006298,1704.754964884102,1716.2490545477451,1645.117475434618,1673.0775675547998,1639.0963260582016,1644.0142087112617,1740.6446458490805
MABTree Random,2024-11-16,1650.0153628117914,1707.9727423469394,1735.320788611741,1743.173853772991,1755.618697404888,1681.656041194255,1711.975424697657,1680.3052766754856,1667.5088074766938,1775.1168680713026
MABTree Random,2024-11-17,1699.525918367347,1744.378297902495,1774.808169564122,1789.8219093285466,1798.5958799445707,1715.1949300831438,1745.7452659674982,1728.7226179453269,1715.9679741433606,1816.9543567334342
MABTree Random,2024-11-18,1747.2398469387756,1784.7364951814066,1822.628169564122,1841.7377426618798,1846.885324389015,1756.1348549697652,1787.4658314436888,1770.366925705468,1769.2949538611736,1863.0067200491308
MABTree Random,2024-11-19,1802.0622334026204,1835.9967652431349,1870.8023362307886,1890.8119490110862,1910.1080327223483,1815.1730648463085,1835.7548746535654,1809.8977590388013,1822.3953110040306,1901.6656089380197
MABTree Random,2024-11-20,1849.2466778470648,1875.314265243135,1914.6217013101536,1949.244845836483,1963.93406446838,1868.9261204018642,1889.2101524313432,1857.0510923721347,1877.0744776706972,1943.4786928382464
MABTree Random,2024-11-21,1908.4633841962711,1918.7375985764684,1959.0283679768204,2001.7112347253717,2018.80656446838,1923.7116759574196,1949.7432079868988,1897.1727590388014,1928.6733665595862,1986.6611928382463
MABTree Random,2024-11-22,1957.1042175296045,1965.0968446082145,2005.4311457545982,2053.246234725372,2070.975175579491,1973.324725844041,1997.5671067964226,1948.6911022927695,1975.571501480221,2036.0525023620557
MABTree Random,2024-11-23,1993.0341721781306,2008.4532334971034,2046.2484297052156,2092.645331947594,2114.6204476883345,2018.4472598576465,2037.323575050391,1989.3627292768965,2011.0740411627608,2080.0929884731668
MABTree Random,2024-11-24,2036.0087753527337,2052.9035906399604,2083.810175736962,2140.7083875031494,2157.5168139014863,2057.39809319098,2075.2838925107085,2041.024673721341,2050.3741998929195,2126.3877503779286
MABTree Random,2024-11-25,2070.851483686067,2098.753521195516,2129.3290646258506,2182.474300201562,2195.8554250125976,2093.36432334971,2121.814165879315,2084.3315487213413,2087.632741559586,2172.275003464348
MABTree Random,2024-11-26,2108.236969797178,2148.6376084971034,2176.1390646258506,2234.9697466301336,2243.4281333459307,2134.0003650163767,2163.7036103237597,2131.847126322752,2128.096363378684,2216.286759416729
MABTree Random,2024-11-27,2165.912326940035,2184.0293488599154,2227.3598922902497,2287.0527580939784,2285.2270321554547,2184.3522400163765,2212.4914498299327,2177.054965828925,2157.538579931972,2252.9387038611735
MABTree Random,2024-11-28,2211.8655412257494,2223.836599426809,2273.306065129756,2339.0736311098512,2326.4729448538674,2238.011128905265,2263.441529195012,2221.0327436067028,2202.9505243764165,2301.095172115142
MABTree Random,2024-11-29,2257.7416523368606,2267.6107660934754,2321.3785254472164,2385.2933533320734,2374.383738504661,2275.979740016376,2321.536529195012,2278.3466721781315,2248.463579931972,2354.4001721151417
MABTree Random,2024-11-30,2297.8862441735955,2302.169932760142,2372.5690696649035,2429.367429295792,2414.4724289808514,2323.396247952884,2366.172640306123,2320.5810769400364,2291.523574263038,2408.5388328294275
